efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA00795170,71,minor_change,email_screenshot,low,Screenshot of email inbox showing medical business plan development emails from 2009-2010. NEIS/GW Department emails about Sarasota Medical Centre. Both versions appear nearly identical - handwritten annotations visible in both. Minor rendering differences only.,agent_batch_006,1772672472
EFTA00796930,31,minor_change,calendar,low,"House of the Nobleman April 2014 calendar — dense scheduling calendar with art gallery events, exhibition openings, meetings. Names throughout: William Burrima, Andy Wercow, Jason Clay Lewis, Frank Stella, Fran Stulhin, Holly Hannon, etc. Both orig and curr appear nearly identical — minor OCR reprocessing differences only. Calendar content fully preserved.","art_gallery,calendar,ocr_reprocess",1772668477
EFTA00800253,5,partial_redaction,email,medium,"Email from Lesley Groff scheduling (Fri May 24, 2013). Original shows attendee names and phone numbers. Current version has expanded black bars over phone numbers. Schedule includes breakfast with Joel Klein, Celina graduation, Mr. Fancelli appointment.",agent_batch_003,1772672472
EFTA00811528,0,name_redaction,email,medium,Current version redacts the From field name/email. Email about meeting with a girl described as pretty with descriptions of modeling photos now has header sender info newly obscured.,,1772695986
EFTA00812578,0,partial_redaction,other,low,Both versions show the same USCIS I-797B Notice of Action for Education Advance / Arda Beskardes. Current version has a small additional black bar at bottom right corner. Very minor change; both show same approval notice content.,,1772695986
EFTA00813569,0,body_blackout,prusakova_email,medium,"Prusakova 'Education Program' email — email body/essay content blacked out, headers preserved. Batch-classified from established pattern. pct_changed=12.8%","prusakova_cluster,education_program,batch_classified",2026-03-04 18:47:11
EFTA00814851,0,name_redaction,email,medium,Current version adds black redaction bars over names and email addresses in the header fields. Email body content unchanged.,,1772713228
EFTA00815348,12,name_redaction,email,medium,Original showed Claire Brugirand name and Sales Manager title visible; current version has black redaction bars covering the name Claire Brugirand and title in the email signature block.,,1772696995
EFTA00815575,2,partial_redaction,email,medium,Email about Royal Jet aircraft sale (Option A/Option B pricing). Current version adds minor redactions over personal name/contact details in the letter body.,,1772696995
EFTA00816049,1,name_redaction,email,medium,"Current version redacts the name ""Claire Brugirard"" (Sales Manager) from the email signature block in forwarded business correspondence about a real estate transaction.",,1772695986
EFTA00816763,1,name_redaction,email,medium,Email between Jeffrey Epstein and a woman about scheduling and Skype body viewing request. Current version adds black box redactions over names and email addresses in the header and reply chain that were previously partially visible.,,1772695399
EFTA00817820,0,name_redaction,email,medium,Email from Renata B about sending money to her mom: current version redacts the From field name and email (renbolotova@gmail.com) that was fully visible in original.,,1772713228
EFTA00817821,0,name_redaction,email,medium,"Current version redacts the From sender name and email (was ""Renata B <renbolotova@gmail.com>"") with black bars. Original showed Renata B's full name and email visibly in the email about sending money to her mother.",,1772695986
EFTA00817822,0,partial_redaction,email,medium,"Email from Renata B (renbolotova@gmail.com) to Jeffrey Epstein re: permission, Sep 2016. Asks permission to send money to mom for dad's 50th anniversary gift ($1000 watch). Original shows full From name/email. Current version redacts From field name/email and inline email references. Content about financial control (needing Epstein's permission to spend money) preserved.",agent_batch_005,1772672472
EFTA00817826,0,name_redaction,email,medium,Email from Renata B about sending money for mom's birthday gift. Current version redacts the To: name/email that was visible in original.,,1772695399
EFTA00817827,0,partial_redaction,email,medium,"Email from 'jeffrey E.' to Renata B (renbolotova@gmail.com) re: permissions, Sep 2016. About buying a watch for her dad's 50th anniversary for $1000. Original shows Renata B's full name and email. Current version redacts her name and email from From field and inline references, replacing with black bars. The content about the watch purchase and money permissions remains fully visible.",agent_batch_005,1772672472
EFTA00817929,0,partial_redaction,email,low,Email from Renata B (renbolteva@gmail.com) about buying dad a watch for 50th birthday (Sep 2016). Wants permission to send money to mom. Orig shows email addresses clearly. Curr has some header redactions. Personal family content unchanged.,agent_batch_004,1772672472
EFTA00820522,0,name_redaction,email,medium,"Email about Royal Jet BBJs: additional redactions in current version cover personal names and email addresses, particularly in the forwarded message headers. Original showed more sender details visible.",,1772696995
EFTA00821201,3,name_redaction,email,medium,Current version applies black bar redactions over names in email about Carven driver and travel arrangements; original showed 'Lesley Groff' visible and other names partially visible.,,1772695986
EFTA00821256,2,partial_redaction,police_property_receipt,medium,"Palm Beach Police Department Property Receipt (Search Warrant Return), Case 05-368, dated 10-20-2005, 358 El Brillo Palm Beach. Evidence items: phone message book, CDs, massage table from Epstein residence. Original shows officer name at bottom signature. Current version blacks out officer signature/name area at bottom of form.",agent_batch_000,1772672472
EFTA00823032,0,name_redaction,email,medium,Current version partially redacts Jeremy Rubin's email address from multiple locations in the email chain header. The original showed the full email; current version blacks out portions of the email address in several reply headers.,,1772695986
EFTA00829262,0,name_redaction,email,medium,Email about Margherita meeting and night out in London. Current version adds black box redactions over names and email addresses in the To field and message body that were previously visible.,,1772695399
EFTA00831510,1,name_redaction,email,medium,Current version redacts names and email addresses in email headers with black bars. Original showed visible sender/recipient information throughout the message chain.,,1772695986
EFTA00832773,0,partial_redaction,scheduling_email,medium,Email scheduling page with Lesley Groff appointments: current version adds redaction bars over several appointment details and some names; schedule structure remains.,,1772695986
EFTA00837215,2,name_redaction,email,medium,Current version adds additional redaction bars over names and email addresses in the email chain. Some identifiers visible in original are now redacted.,,1772713228
EFTA00841816,1,partial_redaction,email,medium,Email thread from jeevacation@gmail.com. Original shows email addresses and names of correspondents visible in CC/To fields. Current version has black redaction bars over email addresses in header fields. Minor redaction of recipient contact info.,agent_batch_003,1772672472
